Date,Total Sales
2024-09-12,375942.39
2024-09-13,233898.08
2024-09-14,839883.74
2024-09-15,352941.54000000004
2024-09-16,335940.23
2024-09-17,663771.72
2024-09-18,639041.12
2024-09-19,1170811.96
2024-09-20,707355.9
2024-09-21,731927.54
2024-09-22,566008.45
2024-09-23,617016.15
2024-09-24,762221.0499999999
2024-09-25,832124.9099999999
2024-09-26,691837.06
2024-09-27,579157.36
2024-09-28,750892.4500000001
2024-09-29,194352.58000000002
2024-09-30,1177231.3499999999
2024-10-01,882063.75
2024-10-02,783417.4
2024-10-03,1043919.83
2024-10-04,743739.1200000001
2024-10-05,1182728.13
2024-10-06,346921.08
2024-10-07,640496.17
2024-10-08,658963.3200000001
